Question	Answer	Source	Metadata
Can I please speak with your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I please speak with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I please speak with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak to your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak to your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak to your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak to your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak with your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak with your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
Can I speak with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak to someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak to your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak to your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak to your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak with someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak with your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to speak with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk to someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk to your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk to your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk to your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk with someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk with your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I demand to talk with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak to someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak to your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak to your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak to your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak with someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak with your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to speak with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk to someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk to your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk to your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk to your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk with someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk with your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I need to talk with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak to someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak to your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak to your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak to your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak with someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak with your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to speak with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk to someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk to your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk to your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk to your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk with someone in charge	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk with your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk with your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
I want to talk with your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is your boss' name	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is your director is name	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is your manager is name	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is your supervisor is name	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your boss 	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is the name of your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is your boss' name 	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is your director is name	I am at your service.	qna_chitchat_professional	editorial:chitchat
What is your manager is name	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who bosses you around	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who directs you	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who do you answer to	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who do you report to 	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who do you serve	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is in charge of you	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your boss	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your leader 	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your master 	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who supervises you	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who tells you what to do	I am at your service.	qna_chitchat_professional	editorial:chitchat
Whom do you serve	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is in charge of you 	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is in charge 	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your boss 	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your director	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your manager	I am at your service.	qna_chitchat_professional	editorial:chitchat
Who is your supervisor	I am at your service.	qna_chitchat_professional	editorial:chitchat
Are you around 	I am available.	qna_chitchat_professional	editorial:chitchat
Are you available 	I am available.	qna_chitchat_professional	editorial:chitchat
Are you busy 	I am available.	qna_chitchat_professional	editorial:chitchat
Are you doing anything 	I am available.	qna_chitchat_professional	editorial:chitchat
Are you free 	I am available.	qna_chitchat_professional	editorial:chitchat
Are you here	I am available.	qna_chitchat_professional	editorial:chitchat
